county,nov_rate,state,year,2012_pop_est,total area sqmi,water area,land area,per_pov,med_income
Santa Rosa County,6.8,Florida,2012,158366,1173.57,156.65,1016.93,12.3,59854
Sarasota County,7.8,Florida,2012,386135,725.18,153.63,571.55,12.7,48239
Seminole County,7.3,Florida,2012,431487,344.87,36.67,308.2,12.6,54901
Sumter County,9.9,Florida,2012,102790,580.31,34.58,545.73,13.7,47017
Suwannee County,7.5,Florida,2012,43492,691.9,4.26,687.64,28.1,34434
Taylor County,8.8,Florida,2012,22762,1232.01,190.1,1041.91,24.2,36257
Union County,6.6,Florida,2012,15235,249.71,9.42,240.29,26.2,39486
Volusia County,8.8,Florida,2012,497279,1432.44,329.19,1103.25,19.7,40114
Wakulla County,6.5,Florida,2012,30805,735.74,129.08,606.66,16.1,46773
Walton County,6.9,Florida,2012,57330,1238.03,180.47,1057.56,18.2,40239
Washington County,8.1,Florida,2012,24856,615.79,35.86,579.93,22.6,36560
Appling County,10.2,Georgia,2012,18379,512.11,3.61,508.51,21.7,35757
Atkinson County,10.9,Georgia,2012,8255,344.1,6.05,338.04,26.1,28693
Bacon County,9.3,Georgia,2012,11188,285.92,0.97,284.95,23.8,32460
Baker County,10.2,Georgia,2012,3365,349.17,5.95,343.22,26.0,30042
Baldwin County,10.7,Georgia,2012,46484,267.5,9.05,258.45,29.4,35412
Banks County,7.3,Georgia,2012,18233,233.87,0.2,233.67,17.6,43102
Barrow County,7.8,Georgia,2012,70161,162.84,0.67,162.17,14.7,49608
Bartow County,8.9,Georgia,2012,100488,470.11,10.69,459.43,16.5,46693
Ben Hill County,13.2,Georgia,2012,17570,254.03,2.23,251.79,29.0,29155
Berrien County,10.5,Georgia,2012,19160,457.78,5.37,452.41,24.2,32955
Bibb County,9.5,Georgia,2012,156189,255.13,5.17,249.96,27.4,36198
Bleckley County,13.1,Georgia,2012,12909,219.14,1.74,217.39,20.3,40922
Brantley County,10.8,Georgia,2012,18539,447.42,3.02,444.4,21.9,36303
Brooks County,8.5,Georgia,2012,15648,497.77,4.15,493.62,26.8,32176
Bryan County,7.3,Georgia,2012,32272,454.49,12.78,441.71,11.2,61561
Bulloch County,8.6,Georgia,2012,73162,688.84,6.77,682.07,31.5,35078
Burke County,11.5,Georgia,2012,23131,834.99,4.52,830.47,30.2,32324
Butts County,9.9,Georgia,2012,23426,190.01,3.4,186.61,20.0,42815
Calhoun County,6.9,Georgia,2012,6489,283.57,3.39,280.18,38.3,28818
Camden County,7.7,Georgia,2012,51407,782.52,152.61,629.91,14.2,51638
Candler County,8.2,Georgia,2012,11126,248.81,1.94,246.88,27.7,31703
Carroll County,9.2,Georgia,2012,111444,503.83,4.89,498.93,20.2,43636
Catoosa County,6.8,Georgia,2012,65004,162.66,0.44,162.23,14.8,46600
Charlton County,8.5,Georgia,2012,13332,782.97,2.2,780.77,31.3,32626
Chatham County,8.4,Georgia,2012,276521,632.28,194.17,438.11,20.3,42694
Chattahoochee County,10.9,Georgia,2012,12632,251.17,2.4,248.77,20.1,43020
Chattooga County,9.6,Georgia,2012,25629,313.55,0.23,313.33,23.3,34976
Cherokee County,6.3,Georgia,2012,220788,433.99,10.31,423.68,9.6,68800
Clarke County,7.8,Georgia,2012,120174,121.28,0.49,120.79,34.2,32720
Clay County,11.1,Georgia,2012,3104,216.99,21.79,195.21,34.0,26957
Clayton County,11.1,Georgia,2012,266073,144.28,1.66,142.62,28.4,37594
Clinch County,9.5,Georgia,2012,6732,824.17,14.88,809.29,26.6,31347
Cobb County,6.9,Georgia,2012,707629,344.51,4.36,340.15,13.9,62596
Coffee County,10.8,Georgia,2012,43140,602.61,3.72,598.9,27.5,32646
Colquitt County,8.4,Georgia,2012,46163,556.55,4.28,552.27,27.2,32692
Columbia County,6.4,Georgia,2012,132518,307.78,17.76,290.01,10.0,69582
Cook County,9.1,Georgia,2012,16908,233.22,4.2,229.02,27.6,32107
Coweta County,7,Georgia,2012,130793,445.98,3.36,442.62,12.6,61153
Crawford County,8.8,Georgia,2012,12659,326.45,1.45,325.01,19.8,42409
Crisp County,12,Georgia,2012,23555,281.2,7.38,273.82,32.7,29175
Dade County,6.9,Georgia,2012,16534,174.16,0.18,173.98,16.7,40984
Dawson County,7.7,Georgia,2012,22371,213.93,2.9,211.04,12.9,54503
Decatur County,9.2,Georgia,2012,27494,623.16,26.36,596.8,33.1,30331
Dekalb County,8.6,Georgia,2012,708800,270.91,2.7,268.21,21.1,49061
Dodge County,10.9,Georgia,2012,21343,503.17,2.88,500.29,25.0,32926
Dooly County,10.4,Georgia,2012,14344,397.07,4.19,392.88,32.8,30371
Dougherty County,10.5,Georgia,2012,94590,334.64,5.04,329.6,34.2,31065
Douglas County,8.8,Georgia,2012,133804,200.26,0.96,199.3,15.2,51540
Early County,9.1,Georgia,2012,10615,516.27,5.04,511.23,33.0,30953
Echols County,6.7,Georgia,2012,4010,420.8,16.67,404.13,29.7,32664
Effingham County,7.5,Georgia,2012,53400,482.82,3.4,479.41,12.1,62568
Elbert County,11.4,Georgia,2012,19596,374.54,5.78,368.76,20.2,33081
Emanuel County,11.4,Georgia,2012,22852,690.33,4.54,685.79,30.4,28254
Evans County,7.9,Georgia,2012,10664,186.88,1.96,184.92,28.9,31683
Fannin County,9,Georgia,2012,23476,391.43,5.69,385.74,21.5,35474
Fayette County,6.7,Georgia,2012,107463,199.25,2.2,197.05,7.5,78717
Floyd County,9.8,Georgia,2012,96065,518.46,5.33,513.13,23.3,38523
Forsyth County,5.9,Georgia,2012,187613,247.37,21.57,225.8,6.6,87380
Franklin County,10.7,Georgia,2012,21955,266.37,3.07,263.29,20.2,35150
Fulton County,8.3,Georgia,2012,975321,534.61,5.95,528.66,18.9,55816
Gilmer County,9.6,Georgia,2012,28210,431.83,5.14,426.69,19.1,39637
Glascock County,9.6,Georgia,2012,3126,144.45,0.31,144.14,20.5,35637
Glynn County,8.5,Georgia,2012,81026,585.17,162.8,422.37,19.6,43782
Gordon County,8.7,Georgia,2012,55674,358.01,2.48,355.54,18.6,41141
Grady County,8,Georgia,2012,25352,460.34,2.22,458.12,25.9,32860
Greene County,10.6,Georgia,2012,16169,406.24,17.96,388.28,22.5,43406
Gwinnett County,7,Georgia,2012,839357,436.72,3.99,432.73,14.7,56665
Habersham County,8.6,Georgia,2012,43478,279.2,1.03,278.17,17.0,41343
Hall County,6.9,Georgia,2012,184929,429.19,35.53,393.66,19.3,49636
Hancock County,16.1,Georgia,2012,9050,478.76,5.48,473.28,38.3,25416
Haralson County,9.1,Georgia,2012,28390,283.16,1.05,282.11,21.6,39407
Harris County,6.4,Georgia,2012,32611,472.93,9.24,463.69,10.9,63806
Hart County,9.5,Georgia,2012,25582,256.42,24.21,232.21,25.2,36483
Heard County,9.2,Georgia,2012,11657,301.08,5.06,296.03,21.4,39756
Henry County,8.7,Georgia,2012,208275,324.48,1.77,322.71,13.2,57848
Houston County,7.5,Georgia,2012,146340,379.83,3.08,376.75,16.8,54307
Irwin County,11.1,Georgia,2012,9642,362.73,5.92,356.81,25.6,32965
Jackson County,7.2,Georgia,2012,60448,343,0.64,342.36,16.0,50403
Jasper County,8.8,Georgia,2012,13586,373.58,3.16,370.42,20.3,41842
Jeff Davis County,10.4,Georgia,2012,15134,335.42,2.04,333.38,24.8,32867
Jefferson County,13,Georgia,2012,16414,529.56,1.91,527.65,28.1,29316
Jenkins County,12.4,Georgia,2012,9143,352.45,2.64,349.81,37.5,29525
Johnson County,9.7,Georgia,2012,9894,306.52,2.26,304.26,32.6,28995
Jones County,7.6,Georgia,2012,28778,395.39,1.64,393.75,13.9,51941
Lamar County,11.3,Georgia,2012,18055,185.79,0.97,184.82,20.1,38892
Lanier County,9.6,Georgia,2012,10480,199.83,13.01,186.82,23.5,33481
Laurens County,11,Georgia,2012,48004,818.51,6.24,812.27,29.0,34910
Lee County,7.1,Georgia,2012,28748,362.01,6.24,355.77,11.6,63338
Liberty County,8.3,Georgia,2012,65426,602.52,83.47,519.05,18.3,41922
Lincoln County,10.3,Georgia,2012,7752,257.28,46.19,211.09,20.4,36396
Long County,7.9,Georgia,2012,16164,403.49,2.57,400.92,21.6,39176
Lowndes County,8.6,Georgia,2012,114214,510.63,6.41,504.22,25.3,36920
Lumpkin County,7.2,Georgia,2012,30705,284.87,0.4,284.47,19.5,44289
Macon County,12.8,Georgia,2012,14304,405.95,2.67,403.28,34.8,28654
Madison County,8,Georgia,2012,28050,285.57,1.69,283.88,17.1,40209
Marion County,8.9,Georgia,2012,8736,367.49,0.49,367,24.2,33633
McDuffie County,11.7,Georgia,2012,21666,266.3,6.52,259.77,24.5,36331
McIntosh County,8.8,Georgia,2012,13842,574.53,141.08,433.45,23.1,37040
Meriwether County,10.6,Georgia,2012,21325,505.34,2.06,503.28,22.6,35312
Miller County,7.7,Georgia,2012,5971,283.72,0.68,283.05,26.4,32262
Mitchell County,8.3,Georgia,2012,23126,513.81,1.85,511.96,30.2,30020
Monroe County,8.2,Georgia,2012,26741,397.8,2.17,395.63,14.0,50594
Montgomery County,10.4,Georgia,2012,8964,247.32,1.99,245.33,30.2,33983
Morgan County,8.4,Georgia,2012,17823,354.6,4.96,349.64,14.6,46445
Murray County,11.6,Georgia,2012,39392,346.88,2.47,344.41,21.9,35918
Muscogee County,9,Georgia,2012,199466,221,4.74,216.26,18.5,43264
Newton County,10.1,Georgia,2012,101122,279.19,2.76,276.43,16.1,48780
Oconee County,5.6,Georgia,2012,33526,186.14,0.44,185.7,8.7,75532
Oglethorpe County,7.8,Georgia,2012,14620,442.17,1.06,441.11,16.2,42992
Paulding County,7.4,Georgia,2012,145025,315.06,1.63,313.43,12.0,59621
Peach County,10.3,Georgia,2012,27504,151.46,0.4,151.06,24.9,39726
Pickens County,8.2,Georgia,2012,29327,232.78,0.65,232.13,14.1,50131
Pierce County,8.9,Georgia,2012,18861,343.9,0.65,343.25,20.8,38777
Pike County,8.7,Georgia,2012,17795,219.43,1.06,218.37,12.6,51781
Polk County,8.9,Georgia,2012,41105,312.13,0.99,311.14,20.6,37815
Pulaski County,9.5,Georgia,2012,11692,249.89,2.47,247.42,25.2,35847
Putnam County,10.6,Georgia,2012,21149,360.63,16.1,344.53,20.6,40644
Quitman County,8.4,Georgia,2012,2407,160.92,9.38,151.54,26.7,28675
Rabun County,10.6,Georgia,2012,16314,376.99,5.94,371.05,19.9,37684
Randolph County,11.3,Georgia,2012,7317,430.89,1.64,429.25,30.7,28497
Richmond County,9.9,Georgia,2012,201856,328.45,4.41,324.04,27.4,36490
Rockdale County,9.4,Georgia,2012,85625,132.13,1.5,130.63,17.6,50699
Schley County,9.3,Georgia,2012,4986,167.82,0.21,167.61,19.9,39105
Screven County,12.7,Georgia,2012,14193,655.59,7.14,648.44,26.3,33508
Seminole County,9.8,Georgia,2012,8908,256.56,18.52,238.04,23.4,31785
Spalding County,11.8,Georgia,2012,63727,199.6,1.65,197.95,27.0,35761
Stephens County,9.7,Georgia,2012,25701,184.23,4.97,179.26,22.5,34384
Stewart County,8.2,Georgia,2012,6127,463.23,4.53,458.7,45.6,27009
Sumter County,10.9,Georgia,2012,31641,492.54,7.26,485.28,30.9,32590
Talbot County,9,Georgia,2012,6546,394.74,1.52,393.21,24.9,30909
Taliaferro County,13.5,Georgia,2012,1670,195.47,0.08,195.39,30.0,27124
Tattnall County,7.4,Georgia,2012,25313,488.22,4.53,483.69,28.2,37818
Taylor County,12.7,Georgia,2012,8381,379.61,2.17,377.44,28.5,30266
Telfair County,10.5,Georgia,2012,16418,444.08,2.99,441.09,41.2,27655
Terrell County,9.7,Georgia,2012,9244,337.63,2.26,335.37,28.0,31095
Thomas County,8.9,Georgia,2012,44615,552.08,3.78,548.3,25.4,35909
Tift County,9.2,Georgia,2012,40998,268.86,3.81,265.05,25.7,33716
Toombs County,10.6,Georgia,2012,27136,368.64,1.99,366.65,29.9,31820
Towns County,9.8,Georgia,2012,10504,172.01,5.35,166.66,18.4,37826
Treutlen County,12,Georgia,2012,6753,202.19,1.53,200.66,30.5,32063
Troup County,8.7,Georgia,2012,68432,445.96,32.06,413.9,21.9,38598
Turner County,10.7,Georgia,2012,8435,289.85,3.83,286.03,30.9,26408
Twiggs County,14.2,Georgia,2012,8513,362.95,2.66,360.29,23.8,36549
Union County,7.8,Georgia,2012,21477,329.02,6.47,322.55,19.5,38334
Upson County,10,Georgia,2012,26626,327.64,2.15,325.48,23.2,34395
Walker County,8,Georgia,2012,68191,447.03,0.45,446.58,20.4,36628
Walton County,8.1,Georgia,2012,84882,330.05,0.87,329.18,14.7,52737
Ware County,9.9,Georgia,2012,35859,906.31,4.02,902.29,26.1,33017
Warren County,14.5,Georgia,2012,5568,286.74,1.22,285.52,28.8,30063
Washington County,9.7,Georgia,2012,20864,684.37,4.03,680.34,27.3,33068
Wayne County,9.5,Georgia,2012,30362,648.8,4.13,644.66,22.8,37957
Webster County,8.9,Georgia,2012,2792,210.26,0.72,209.54,22.0,32789
Wheeler County,11.5,Georgia,2012,7911,300.14,2.42,297.72,48.1,27514
White County,7.5,Georgia,2012,27591,242.16,0.58,241.58,18.4,41283
Whitfield County,9.8,Georgia,2012,103193,290.65,0.66,289.99,19.9,39860
Wilcox County,10.9,Georgia,2012,8977,383.3,3,380.3,32.5,31241
Wilkes County,11.5,Georgia,2012,10058,474,2.62,471.37,25.9,31957
Wilkinson County,10.3,Georgia,2012,9548,452.01,5.45,446.56,21.4,36219
Worth County,9.5,Georgia,2012,21375,574.58,4.86,569.73,21.4,35815
Hawaii County,7.3,Hawaii,2012,188765,5086.7,1058.69,4028.02,18.9,49048
Honolulu County,4.8,Hawaii,2012,975909,2126.85,1527.08,599.77,10.4,70779
Kauai County,6.3,Hawaii,2012,68558,1266.37,643.93,622.44,12.3,55614
Maui County,5.7,Hawaii,2012,158499,2398.74,1239.54,1159.2,11.2,59281
Ada County,5.9,Idaho,2012,408899,1060.33,5.34,1054.99,12.5,54337
Adams County,13.3,Idaho,2012,3909,1370,5.43,1364.58,17.8,34207
Bannock County,6.3,Idaho,2012,83806,1147.46,34.16,1113.3,16.8,42993
Bear Lake County,5.4,Idaho,2012,5901,1049.44,78.05,971.38,14.0,42134
Benewah County,10.5,Idaho,2012,9125,783.98,7.91,776.07,18.0,40069
Bingham County,6,Idaho,2012,45526,2120.24,25.51,2094.73,15.0,46816
Blaine County,6.8,Idaho,2012,21107,2661.02,16.24,2644.78,10.7,59910
Boise County,8.5,Idaho,2012,6800,1906.76,4.3,1902.46,15.4,48986
Bonner County,9.8,Idaho,2012,40436,1919.59,181.92,1737.67,17.6,39720
Bonneville County,5.9,Idaho,2012,106874,1900.65,32.18,1868.48,14.4,50347
Boundary County,8.5,Idaho,2012,10838,1278.21,9.4,1268.81,17.8,38257
Butte County,7.9,Idaho,2012,2722,2233.59,0.74,2232.85,16.1,43611
Camas County,8.4,Idaho,2012,1080,1079.02,4.06,1074.96,12.3,48621
Canyon County,8.6,Idaho,2012,193742,603.51,13.79,589.72,21.1,41700
Caribou County,6,Idaho,2012,6773,1798.62,32.61,1766.01,11.6,55010
Cassia County,5.6,Idaho,2012,23291,2580.31,13.86,2566.45,16.3,42155
Clark County,7.5,Idaho,2012,874,1765.21,0.58,1764.63,16.6,44997
Clearwater County,11.6,Idaho,2012,8579,2488.1,26.7,2461.4,17.8,38980
Custer County,10.4,Idaho,2012,4349,4936.79,11.34,4925.45,14.5,44309
Elmore County,7.4,Idaho,2012,26265,3100.51,22.93,3077.57,16.7,42391
Franklin County,4.1,Idaho,2012,12826,668.36,2.92,665.43,12.4,46607
Fremont County,5.5,Idaho,2012,12986,1895.59,28.84,1866.76,16.3,41629
Gem County,8.6,Idaho,2012,16688,565.75,3.17,562.58,17.6,40399
Gooding County,5.2,Idaho,2012,15238,733.84,3.06,730.78,18.5,39809
Idaho County,10.3,Idaho,2012,16407,8502.48,17.59,8484.88,21.0,36365
Jefferson County,5.5,Idaho,2012,26658,1105.55,10.47,1095.08,13.1,50080
Jerome County,5.9,Idaho,2012,22491,601.87,2.03,599.84,17.0,43384
Kootenai County,8.1,Idaho,2012,142311,1315.69,70.57,1245.12,13.4,46886
Latah County,5.1,Idaho,2012,38187,1076.89,0.24,1076.65,22.1,40873
Lemhi County,9.4,Idaho,2012,7778,4569.5,5.35,4564.16,18.0,36797
Lewis County,5.3,Idaho,2012,3839,479.81,0.77,479.04,16.9,40035
Lincoln County,8.5,Idaho,2012,5260,1205.86,0.33,1205.53,14.8,42224
Madison County,4.2,Idaho,2012,37728,473.36,1.84,471.52,27.4,37565
Minidoka County,5.8,Idaho,2012,20113,762.98,3.36,759.62,16.2,42978
Nez Perce County,5.4,Idaho,2012,39562,856.36,7.28,849.08,12.7,45155
Oneida County,4.3,Idaho,2012,4233,1201.61,1.28,1200.33,13.2,44628
Owyhee County,3.9,Idaho,2012,11398,7696.71,18.72,7677.98,20.3,38197
Payette County,7.1,Idaho,2012,22672,410.19,2.67,407.52,19.8,41314
Power County,7.3,Idaho,2012,7809,1442.6,37.03,1405.57,16.9,40713
Shoshone County,13,Idaho,2012,12739,2635.5,1.59,2633.91,19.7,37294
Teton County,6.8,Idaho,2012,10083,450.57,0.21,450.36,13.4,54231
Twin Falls County,6.3,Idaho,2012,78440,1928.47,3.44,1925.03,18.4,41499
Valley County,11.7,Idaho,2012,9515,3733.66,55.84,3677.82,13.0,46314
Washington County,7.8,Idaho,2012,10054,1473.54,17.23,1456.32,18.9,36767
Adams County,6.1,Illinois,2012,67164,871.28,14.64,856.63,12.4,46038
Alexander County,11.7,Illinois,2012,7712,252.54,16.16,236.38,32.9,28933
Bond County,8.3,Illinois,2012,17508,382.67,2.46,380.2,15.5,46639
Boone County,9.5,Illinois,2012,53802,281.94,0.68,281.27,10.2,60433
Brown County,6,Illinois,2012,6894,307.24,1.59,305.65,16.3,46481
Bureau County,8.6,Illinois,2012,34350,873.3,4.74,868.56,12.0,48005
Calhoun County,9.4,Illinois,2012,5021,283.69,29.87,253.82,12.1,47131
Carroll County,7.3,Illinois,2012,15075,465.77,21.56,444.21,12.6,47376
Cass County,8.7,Illinois,2012,13411,383.73,7.83,375.9,13.6,44651
Champaign County,6.7,Illinois,2012,203937,997.53,0.73,996.81,20.5,46708
Christian County,9.3,Illinois,2012,34520,715.71,6.65,709.06,15.4,43393
Clark County,9.1,Illinois,2012,16301,504.88,3.38,501.5,13.1,47404
Clay County,9.6,Illinois,2012,13717,469.84,0.59,469.25,14.3,40573
Clinton County,6.3,Illinois,2012,38071,503.48,29.25,474.23,9.9,60498
Coles County,8.1,Illinois,2012,53344,510.07,1.78,508.29,22.9,36093
Cook County,8.9,Illinois,2012,5230016,1635.04,689.36,945.68,18.0,52160
Crawford County,7.7,Illinois,2012,19621,445.74,2.2,443.53,14.4,44363
Cumberland County,7.3,Illinois,2012,10942,347,0.98,346.02,12.4,44384
De Witt County,7.5,Illinois,2012,16497,405.15,7.58,397.58,17.0,50502
Dekalb County,7.6,Illinois,2012,104276,634.97,0.81,634.16,11.2,51794
Douglas County,6.5,Illinois,2012,19822,417.42,0.56,416.86,10.1,52758
Du Page County,6.8,Illinois,2012,927668,336.55,2.95,333.61,7.3,78131
Edgar County,9.4,Illinois,2012,18174,624.18,0.63,623.55,17.0,42645
Edwards County,7.5,Illinois,2012,6726,222.66,0.31,222.35,11.1,43124
Effingham County,6.2,Illinois,2012,34351,479.9,1.2,478.7,9.7,51319
Fayette County,8.6,Illinois,2012,22130,725.36,8.87,716.49,17.6,41997
Ford County,7,Illinois,2012,13982,486.42,0.52,485.9,11.7,48652
Franklin County,10.7,Illinois,2012,39874,431.4,19.32,412.08,17.1,38992
Fulton County,9.6,Illinois,2012,36624,882.59,16.97,865.62,15.4,41899
Gallatin County,7.9,Illinois,2012,5419,328.41,4.68,323.73,17.8,38126
Greene County,7.9,Illinois,2012,13631,546.34,3.25,543.09,14.1,41576
Grundy County,10,Illinois,2012,50168,430.42,10.52,419.9,8.3,63167
Hamilton County,7.4,Illinois,2012,8372,435.84,0.67,435.16,14.7,42673
Hancock County,7.4,Illinois,2012,18893,814.54,19.92,794.62,13.1,45183
Hardin County,9.9,Illinois,2012,4263,181.53,3.2,178.33,20.7,36576
Henderson County,7.7,Illinois,2012,7049,395.12,16.31,378.81,11.9,47047
Henry County,6.8,Illinois,2012,50160,825.6,2.38,823.21,10.8,53998
Iroquois County,7.7,Illinois,2012,29300,1118.03,1.6,1116.43,14.1,47201
Jackson County,7.4,Illinois,2012,58962,602.53,14.4,588.12,29.4,31900
Jasper County,7.8,Illinois,2012,9646,498.02,3.62,494.4,10.8,48726
Jefferson County,8.8,Illinois,2012,38666,583.71,12.76,570.96,15.9,40596
Jersey County,8.4,Illinois,2012,22732,377.02,7.86,369.16,10.0,52049
Jo Daviess County,7.1,Illinois,2012,22496,618.72,17.64,601.08,12.1,49671
Johnson County,11.4,Illinois,2012,12912,348.88,4.25,344.63,13.8,43237
Kane County,8.2,Illinois,2012,521431,524.08,3.64,520.44,11.9,64870
Kankakee County,9.7,Illinois,2012,112976,681.44,4.7,676.75,17.1,50985
Kendall County,7.4,Illinois,2012,118344,322.67,2.09,320.58,5.1,84816
Knox County,8,Illinois,2012,52302,719.7,3.42,716.28,14.9,40973
La Salle County,9.5,Illinois,2012,113109,1367.95,920.39,447.56,14.4,49431
Lake County,7.4,Illinois,2012,701220,1148.04,13.12,1134.92,9.4,74459
Lawrence County,9.7,Illinois,2012,16682,373.94,1.96,371.98,16.8,39474
Lee County,7.6,Illinois,2012,35114,729.29,3.92,725.36,12.5,50304
Livingston County,7.5,Illinois,2012,38553,1045.43,1.67,1043.76,12.5,55150
Logan County,7.2,Illinois,2012,30388,619.01,0.87,618.14,14.6,47111
Macon County,9.9,Illinois,2012,110083,585.38,4.86,580.52,21.8,44889
Macoupin County,9,Illinois,2012,47179,867.61,4.04,863.57,13.7,48349
Madison County,8.5,Illinois,2012,268083,740.35,15.33,725.02,13.0,51736
Marion County,10.1,Illinois,2012,38919,575.71,3.44,572.26,18.0,40890
Marshall County,8,Illinois,2012,12274,398.52,12.45,386.06,9.9,53100
Mason County,9.6,Illinois,2012,14346,563.37,24.43,538.94,15.3,45314
Massac County,9.9,Illinois,2012,15149,242.12,3.06,239.05,17.4,40837
McDonough County,7.1,Illinois,2012,32516,590.02,0.75,589.27,22.3,40487
McHenry County,8,Illinois,2012,307529,611.13,7.62,603.51,7.6,76417
McLean County,5.9,Illinois,2012,172560,1186.29,2.76,1183.53,14.8,62129
Menard County,6.8,Illinois,2012,12726,315.37,1.13,314.25,10.1,62001
Mercer County,6.5,Illinois,2012,16190,568.88,7.86,561.02,8.4,52503
Monroe County,6.4,Illinois,2012,33321,397.71,9.42,388.29,4.5,72265
Montgomery County,11,Illinois,2012,29605,709.75,5.96,703.8,13.5,45365
Morgan County,7.6,Illinois,2012,35365,572.26,3.51,568.76,13.5,47514
Moultrie County,6.8,Illinois,2012,14984,344.47,8.87,335.6,10.3,50859
Ogle County,9.2,Illinois,2012,52834,763.27,4.43,758.83,10.4,52976
Peoria County,8.4,Illinois,2012,187121,630.89,11.36,619.52,19.4,47310
Perry County,10.4,Illinois,2012,21862,446.81,5.85,440.96,17.4,40877
Piatt County,6.2,Illinois,2012,16523,440.33,0.31,440.02,7.2,63656
Pike County,6.8,Illinois,2012,16261,848.87,18.57,830.3,16.1,40087
Pope County,8,Illinois,2012,4333,374.64,3.77,370.86,21.7,38588
